Eng Displ,# Cyl,Comb Unadj FE - Conventional Fuel,# Gears,Max Ethanol % - Gasoline,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Trans Creeper Gear,Trans Desc,Carline Class Desc,Label Recalc?,Stop/Start System (Engine Management System)  Description
2.0,4,31.421,6,15.0,2,2,N,Semi-Automatic,Small SUV 4WD,N,No
2.5,4,43.516,6,15.0,2,2,N,Selectable Continuously Variable (e.g. CVT with paddles),Small SUV 4WD,N,Yes
3.5,6,25.9873,6,15.0,2,2,N,Semi-Automatic,Small SUV 4WD,N,No
3.5,6,27.619,8,15.0,2,2,N,Semi-Automatic,Small SUV 4WD,N,No
3.5,6,38.568,6,15.0,2,2,N,Selectable Continuously Variable (e.g. CVT with paddles),Small SUV 4WD,N,Yes
2.0,4,31.0764,6,15.0,2,2,N,Semi-Automatic,Small SUV 4WD,N,No
2.3,4,27.2756,6,15.0,2,2,N,Semi-Automatic,Small SUV 4WD,N,No
3.7,6,25.1885,6,15.0,2,2,N,Semi-Automatic,Small SUV 4WD,N,No
2.0,4,36.7806,6,10.0,2,2,N,Semi-Automatic,Small SUV 4WD,N,No
2.5,4,34.7267,6,10.0,2,2,N,Semi-Automatic,Small SUV 4WD,N,No
3.7,6,23.9964,6,10.0,2,2,N,Semi-Automatic,Small SUV 4WD,N,No
2.4,4,34.3345,6,10.0,2,2,N,Selectable Continuously Variable (e.g. CVT with paddles),Small SUV 4WD,N,No
2.0,4,35.5696,6,10.0,2,2,N,Selectable Continuously Variable (e.g. CVT with paddles),Small SUV 4WD,N,No
2.4,4,32.4531,6,10.0,2,2,N,Selectable Continuously Variable (e.g. CVT with paddles),Small SUV 4WD,N,No
4.0,6,21.6742,5,10.0,2,2,N,Automatic,Small SUV 4WD,N,No
4.0,6,21.7774,6,10.0,2,2,N,Manual,Small SUV 4WD,N,No
3.0,6,25.1,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Small SUV 4WD,N,Yes
3.6,6,24.7122,7,10.0,2,2,N,Automated Manual- Selectable (e.g. Automated Manual with paddles),Small SUV 4WD,N,Yes
2.0,4,33.001,8,10.0,2,2,N,Selectable Continuously Variable (e.g. CVT with paddles),Small SUV 4WD,N,No
2.5,4,36.0919,1,10.0,2,2,N,Continuously Variable,Small SUV 4WD,N,No
2.5,4,32.561,6,10.0,2,2,N,Manual,Small SUV 4WD,N,No
2.5,4,37.4474,6,10.0,2,2,N,Selectable Continuously Variable (e.g. CVT with paddles),Small SUV 4WD,N,No
3.6,6,29.3513,6,10.0,2,2,N,Selectable Continuously Variable (e.g. CVT with paddles),Small SUV 4WD,N,No
2.0,4,38.5928,6,10.0,2,2,N,Selectable Continuously Variable (e.g. CVT with paddles),Small SUV 4WD,N,No
2.0,4,34.2039,5,10.0,2,2,N,Manual,Small SUV 4WD,N,No
2.0,4,42.4665,6,10.0,2,2,N,Selectable Continuously Variable (e.g. CVT with paddles),Small SUV 4WD,N,Yes
2.5,4,32.8549,6,15.0,2,2,N,Semi-Automatic,Small SUV 4WD,N,No
2.5,4,32.32,6,15.0,2,2,N,Semi-Automatic,Small SUV 4WD,N,No
2.7,4,30.5209,6,15.0,2,2,N,Semi-Automatic,Small SUV 4WD,N,No
3.5,6,27.2231,6,15.0,2,2,N,Semi-Automatic,Small SUV 4WD,N,No
2.0,4,29.5565,6,15.0,2,2,N,Semi-Automatic,Small SUV 4WD,N,No
2.5,5,29.8385,6,10.0,2,2,N,Semi-Automatic,Small SUV 4WD,N,No
2.5,5,26.7826,6,10.0,2,2,N,Semi-Automatic,Small SUV 4WD,N,No
3.0,6,25.4924,6,10.0,2,2,N,Semi-Automatic,Small SUV 4WD,N,No
3.2,6,26.273,6,10.0,2,2,N,Semi-Automatic,Small SUV 4WD,N,No
3.0,6,25.4924,6,10.0,2,2,N,Semi-Automatic,Small SUV 4WD,N,No
3.2,6,26.7141,6,10.0,2,2,N,Semi-Automatic,Small SUV 4WD,N,No
3.0,6,28.3253,8,10.0,2,2,N,Semi-Automatic,Standard SUV 2WD,N,Yes
3.0,6,28.3253,8,10.0,2,2,N,Semi-Automatic,Standard SUV 2WD,N,Yes
3.6,6,24.7921,6,10.0,2,2,N,Automatic,Standard SUV 2WD,N,No
6.2,8,21.7592,6,10.0,1,1,N,Automatic,Standard SUV 2WD,N,No
6.2,8,22.3814,8,10.0,1,1,N,Automatic,Standard SUV 2WD,N,No
6.2,8,21.7592,6,10.0,1,1,N,Automatic,Standard SUV 2WD,N,No
6.2,8,22.3814,8,10.0,1,1,N,Automatic,Standard SUV 2WD,N,No
3.6,6,24.887,6,10.0,2,2,N,Semi-Automatic,Standard SUV 2WD,N,No
5.3,8,23.8945,6,85.0,1,1,N,Automatic,Standard SUV 2WD,N,No
5.3,8,23.8945,6,10.0,1,1,N,Automatic,Standard SUV 2WD,N,No
5.3,8,23.8945,6,85.0,1,1,N,Automatic,Standard SUV 2WD,N,No
5.3,8,23.8945,6,10.0,1,1,N,Automatic,Standard SUV 2WD,N,No
3.6,6,24.7921,6,10.0,2,2,N,Automatic,Standard SUV 2WD,N,No
3.6,6,26.6374,8,85.0,2,2,N,Automatic,Standard SUV 2WD,N,No
5.7,8,21.4863,8,10.0,1,1,N,Automatic,Standard SUV 2WD,N,No
3.5,6,23.3561,6,15.0,2,2,N,Semi-Automatic,Standard SUV 2WD,N,No
3.5,6,21.8021,6,15.0,2,2,N,Semi-Automatic,Standard SUV 2WD,N,No
3.5,6,25.6055,6,85.0,2,2,N,Semi-Automatic,Standard SUV 2WD,N,No
2.0,4,29.6869,6,15.0,2,2,N,Automatic,Standard SUV 2WD,N,No
3.5,6,25.6055,6,15.0,2,2,N,Semi-Automatic,Standard SUV 2WD,N,No
3.5,6,26.4395,6,15.0,2,2,N,Semi-Automatic,Standard SUV 2WD,N,No
3.6,6,24.7921,6,10.0,2,2,N,Automatic,Standard SUV 2WD,N,No
5.3,8,23.8945,6,85.0,1,1,N,Automatic,Standard SUV 2WD,N,No
5.3,8,23.8945,6,10.0,1,1,N,Automatic,Standard SUV 2WD,N,No
6.2,8,21.7592,6,10.0,1,1,N,Automatic,Standard SUV 2WD,N,No
6.2,8,22.3814,8,10.0,1,1,N,Automatic,Standard SUV 2WD,N,No
5.3,8,23.8945,6,85.0,1,1,N,Automatic,Standard SUV 2WD,N,No
5.3,8,23.8945,6,10.0,1,1,N,Automatic,Standard SUV 2WD,N,No
6.2,8,21.7592,6,10.0,1,1,N,Automatic,Standard SUV 2WD,N,No
6.2,8,22.3814,8,10.0,1,1,N,Automatic,Standard SUV 2WD,N,No
5.6,8,20.9378,7,10.0,2,2,N,Semi-Automatic,Standard SUV 2WD,N,No
3.6,6,26.1282,8,85.0,2,2,N,Automatic,Standard SUV 2WD,N,No
5.7,8,21.6758,8,10.0,1,1,N,Automatic,Standard SUV 2WD,N,No
3.7,6,25.8927,6,15.0,2,2,N,Semi-Automatic,Standard SUV 2WD,N,No
3.5,6,23.3561,6,15.0,2,2,N,Semi-Automatic,Standard SUV 2WD,N,No
3.5,6,21.4598,6,15.0,2,2,N,Semi-Automatic,Standard SUV 2WD,N,No
5.6,8,18.7065,5,85.0,2,2,N,Automatic,Standard SUV 2WD,N,No
5.6,8,18.8533,5,10.0,2,2,N,Automatic,Standard SUV 2WD,N,No
4.0,6,24.6249,5,15.0,2,2,N,Semi-Automatic,Standard SUV 2WD,N,No
5.7,8,18.7255,6,15.0,2,2,N,Semi-Automatic,Standard SUV 2WD,N,No
3.0,6,23.0678,8,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
4.4,8,20.7274,8,10.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,Yes
3.0,6,27.6189,8,10.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,Yes
4.4,8,22.172,8,10.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,Yes
4.4,8,20.7274,8,10.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,Yes
3.0,6,27.6189,8,10.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,Yes
4.4,8,22.172,8,10.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,Yes
3.6,6,24.1906,6,10.0,2,2,N,Automatic,Standard SUV 4WD,N,No
6.2,8,21.603,6,10.0,1,1,N,Automatic,Standard SUV 4WD,N,No
6.2,8,22.0201,8,10.0,1,1,N,Automatic,Standard SUV 4WD,N,No
6.2,8,20.8419,6,10.0,1,1,N,Automatic,Standard SUV 4WD,N,No
6.2,8,21.2378,8,10.0,1,1,N,Automatic,Standard SUV 4WD,N,No
3.6,6,23.7628,6,10.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
4.3,6,24.3113,6,85.0,1,1,N,Automatic,Standard SUV 4WD,N,No
5.3,8,23.0686,6,10.0,1,1,N,Automatic,Standard SUV 4WD,N,No
5.3,8,23.0686,6,85.0,1,1,N,Automatic,Standard SUV 4WD,N,No
5.3,8,22.806,6,85.0,1,1,N,Automatic,Standard SUV 4WD,N,No
5.3,8,22.806,6,10.0,1,1,N,Automatic,Standard SUV 4WD,N,No
5.3,8,23.0686,6,85.0,1,1,N,Automatic,Standard SUV 4WD,N,No
5.3,8,23.0686,6,10.0,1,1,N,Automatic,Standard SUV 4WD,N,No
3.6,6,24.1906,6,10.0,2,2,N,Automatic,Standard SUV 4WD,N,No
3.6,6,25.2654,8,85.0,2,2,N,Automatic,Standard SUV 4WD,N,No
5.7,8,21.013,8,10.0,1,1,N,Automatic,Standard SUV 4WD,N,No
3.5,6,21.3023,6,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
3.5,6,21.0442,6,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
3.5,6,23.6869,6,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
3.5,6,24.4531,6,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
3.5,6,24.4531,6,85.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
3.5,6,23.8795,6,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
3.5,6,25.2316,6,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
3.6,6,24.1906,6,10.0,2,2,N,Automatic,Standard SUV 4WD,N,No
5.3,8,23.0686,6,85.0,1,1,N,Automatic,Standard SUV 4WD,N,No
5.3,8,23.0686,6,10.0,1,1,N,Automatic,Standard SUV 4WD,N,No
6.2,8,21.603,6,10.0,1,1,N,Automatic,Standard SUV 4WD,N,No
6.2,8,22.0201,8,10.0,1,1,N,Automatic,Standard SUV 4WD,N,No
5.3,8,22.806,6,85.0,1,1,N,Automatic,Standard SUV 4WD,N,No
5.3,8,22.806,6,10.0,1,1,N,Automatic,Standard SUV 4WD,N,No
6.2,8,20.8419,6,10.0,1,1,N,Automatic,Standard SUV 4WD,N,No
6.2,8,21.2378,8,10.0,1,1,N,Automatic,Standard SUV 4WD,N,No
5.6,8,20.616,7,10.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
5.6,8,19.4324,7,10.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
3.6,6,25.2654,8,85.0,2,2,N,Automatic,Standard SUV 4WD,N,No
5.7,8,20.4637,8,10.0,1,1,N,Automatic,Standard SUV 4WD,N,No
3.0,6,21.1487,8,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,Yes
3.0,6,24.7819,8,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,Yes
5.0,8,20.0593,8,85.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,Yes
5.0,8,20.0593,8,85.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,Yes
3.0,6,24.7819,8,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,Yes
3.0,6,24.5942,8,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,Yes
5.0,8,20.1645,8,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,Yes
5.0,8,20.657,8,85.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,Yes
4.6,8,21.8546,6,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
5.7,8,18.182,6,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
3.5,6,23.8795,6,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
3.5,6,21.3023,6,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
3.5,6,21.0827,6,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
5.6,8,18.2022,5,85.0,2,2,N,Automatic,Standard SUV 4WD,N,No
5.6,8,18.1756,5,10.0,2,2,N,Automatic,Standard SUV 4WD,N,No
3.6,6,25.4694,8,10.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,Yes
4.0,6,23.899,5,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
4.0,6,23.899,5,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
3.5,6,26.6838,6,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
3.5,6,38.715,6,15.0,2,2,N,Selectable Continuously Variable (e.g. CVT with paddles),Standard SUV 4WD,N,Yes
3.5,6,38.8724,6,15.0,2,2,N,Selectable Continuously Variable (e.g. CVT with paddles),Standard SUV 4WD,N,Yes
5.7,8,19.05,6,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
5.7,8,18.3173,6,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
5.7,8,18.5236,6,85.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
3.6,6,24.9612,8,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,No
3.0,6,28.1631,8,15.0,2,2,N,Semi-Automatic,Standard SUV 4WD,N,Yes
5.0,8,20.4985,6,10.0,2,2,N,Semi-Automatic,Midsize Cars,N,No
5.0,8,19.5452,6,10.0,2,2,N,Manual,Midsize Cars,N,No
